,file_name,1,2,3,4,5,6,7,8,9,10,Class
36,612_C_VFL_1378s_10_3.csv,517.4,29.566,195.8,3132.1,330.68,93.07,78.937,178.03,3.3109,6.5238,1
37,430_C_VF_997s_10_3.csv,27.465,62.438,80.391,11.018,28.298,105.48,4.5172,10.212,2.1043,0.29851,1
38,426_C_VF_603s_10_3.csv,35.187,15.166,51.99,39.674,73.342,108.09,21.678,4.3549,6.9995,0.79706,1
39,423_C_VF_637s_10_3.csv,20.764,4.5278,10.514,153.22,428.01,15.152,2.615,2.601,13.406,3.3558,1
40,422_C_VF_1131s_10_3.csv,166.36,27.908,319.24,564.11,2276.5,1600.3,34.087,35.704,84.064,156.73,1
41,605_C_VFL_1151s_10_3.csv,170.62,170.72,11694.0,1261.6,11.953,225.79,21.606,16.344,127.35,4.6303,1
42,430_C_VF_1043s_10_3.csv,26.061,7.8767,91.558,8.1512,22.922,82.848,1.8267,15.793,0.78212,0.60145,1
43,614_C_VF_1046_5s_10_3.csv,859.98,532.81,940.27,5480.7,16016.0,146.6,311.62,859.95,1458.9,1807.5,1
44,427_C_VFL_544_5s_10_3.csv,97.555,15.536,57.398,675.87,104.72,4.3445,21.671,9.2092,1.0984,0.20417,1
45,607_C_VF_1114s_10_3.csv,122.75,184.88,1041.9,3362.1,6477.5,68.307,8.9275,32.989,40.434,13.54,1
46,429_C_VF_1292_5s_10_3.csv,50.355,55.716,92.055,384.87,5.3207,1.7624,7.599,42.406,6.9823,5.5606,1
47,612_C_VF_1286s_10_3.csv,38.895,33.572,106.31,824.51,396.45,11.141,2.9779,8.0837,6.9517,0.26963,1
48,422_C_VF_1274s_10_3.csv,96.65,68.783,262.0,2462.9,453.87,216.61,112.76,47.737,35.87,57.969,1
49,426_C_VF_1320s_10_3.csv,150.77,23.375,10.188,90.258,410.7,59.55,26.538,26.8,9.3181,3.1605,1
50,422_C_VF_1104s_10_3.csv,239.89,73.728,337.34,921.07,1237.9,965.37,31.189,31.299,48.131,35.927,1
51,427_C_VF_835_5s_10_3.csv,16.328,152.31,124.5,207.33,52.977,4.2071,1.827,4.8043,1.2107,0.89073,1
52,426_C_VF_546s_10_3.csv,10.297,2.9015,23.525,74.131,75.046,9.2228,16.971,3.2141,1.7304,1.1318,1
53,427_C_VF_497s_10_3.csv,31.296,2.6783,20.863,146.96,1872.7,8.4859,0.84231,3.2051,4.4695,7.5509,1
54,422_C_VF_971s_10_3.csv,84.371,85.939,174.43,111.89,3624.9,2040.5,14.362,13.341,10.319,154.14,1
55,427_C_VF_668s_10_3.csv,24.134,8.8989,70.833,378.02,239.16,26.935,2.5999,3.0437,3.6722,1.058,1
56,422_C_VF_1348s_10_3.csv,116.14,329.35,945.52,101.59,187.54,540.75,103.68,25.066,41.848,24.813,1
57,430_C_VF_700s_10_3.csv,36.826,62.486,120.84,232.79,4.5832,6.6174,7.5623,1.2136,0.7478,1.9135,1
58,422_C_VF_1070_5s_10_3.csv,59.227,154.23,639.46,446.95,502.79,2796.0,31.02,5.6686,95.439,33.565,1
59,422_C_VF_1015_5s_10_3.csv,75.234,41.27,214.9,2008.7,54.036,520.73,32.671,27.533,12.928,23.287,1
60,424_C_VF_1038_5s_10_3.csv,160.61,43.81,154.32,570.77,23.436,11.81,8.9815,63.49,4.2148,8.3029,1
61,426_C_VF_984s_10_3.csv,192.23,37.655,19.96,61.078,35.44,36.061,12.609,7.5849,1.0487,2.8848,1
62,612_C_VF_1382s_10_3.csv,171.38,33.49,343.75,2309.6,247.57,108.49,31.924,196.88,6.3569,2.2381,1
63,418_C_VFL_706_5s_10_3.csv,134.1,984.01,6572.3,3104.2,201.05,73.519,82.883,11.309,5.2848,55.538,1
64,607_C_VF_1119s_10_3.csv,21.921,304.55,1287.6,8757.9,83.777,2.7779,39.559,44.607,1.4825,10.827,1
65,428_C_VFL_1345s_10_3.csv,37.591,42.859,12.411,3115.4,10.361,2.1616,26.974,106.83,0.06622,0.24918,1
66,614_C_VFL_1104s_10_3.csv,112.79,1415.0,2912.4,66427.0,613.95,419.37,488.1,216.53,97.331,162.6,1
67,427_C_VF_501s_10_3.csv,11.06,2.3601,27.797,76.093,1829.3,12.147,1.6274,2.1107,16.752,4.7178,1
68,614_C_VF_991_5s_10_3.csv,318.04,317.21,1838.7,89439.0,5271.6,85.542,371.81,2166.5,1417.5,165.24,1
69,427_C_VF_738_8s_10_3.csv,39.495,77.062,49.764,1175.3,47.456,27.449,18.665,6.1735,4.7208,0.82047,1
70,422_C_VF_1086s_10_3.csv,281.26,107.3,512.08,376.26,9413.5,1856.6,40.227,73.505,29.03,656.64,1
71,424_C_VF_943s_10_3.csv,52.765,148.47,136.5,734.4,87.32,41.277,10.04,2.7928,3.7457,0.47196,1
72,418_C_VFL_760_2s_10_3.csv,135.97,1424.1,9680.1,2568.8,321.28,99.744,149.86,13.408,13.501,118.29,1
73,424_C_VF_879_5s_10_3.csv,32.336,18.435,14.642,749.84,223.12,3.8306,1.1276,15.237,4.1709,3.3274,1
74,427_C_VF_932s_10_3.csv,89.934,280.55,46.281,139.31,88.272,2.3487,2.3192,5.1515,1.2826,0.38548,1
75,427_C_VF_731_5s_10_3.csv,15.651,157.2,731.72,408.12,25.411,16.898,11.099,6.1004,0.50472,1.2751,1
76,418_C_VFL_723_1s_10_3.csv,677.0,1507.0,3396.7,8078.9,66.665,35.856,53.208,47.614,8.4736,71.291,1
77,607_C_VF_1107s_10_3.csv,108.91,104.64,95.193,2146.0,1253.3,330.29,104.1,333.38,342.81,92.224,1
78,614_C_VF_1012_5s_10_3.csv,3936.9,365.59,1000.2,4473.0,60891.0,2663.9,238.66,367.86,4855.5,3223.1,1
79,614_C_VFL_1124_6s_10_3.csv,570.75,4694.6,84575.0,32930.0,3192.1,1832.9,562.14,373.01,170.66,36.339,1
80,607_C_VF_1126_2s_10_3.csv,68.325,191.14,708.72,180.11,33.705,102.41,15.949,10.521,7.4947,13.707,1
81,430_C_VF_348_9s_10_3.csv,61.91,12.538,23.906,166.77,22.104,5.7479,22.014,15.849,1.7652,5.0383,1
82,607_C_VF_1102_5s_10_3.csv,42.066,26.427,750.91,668.37,915.6,18.299,48.471,91.497,94.566,6.7576,1
83,422_C_VF_1054_5s_10_3.csv,404.23,164.74,664.63,5808.3,2474.2,908.61,116.22,52.589,41.672,82.964,1
84,427_C_VFL_603s_10_3.csv,32.045,13.225,450.68,2210.2,184.71,69.049,48.784,20.846,21.524,3.2201,1
85,612_C_VF_1412s_10_3.csv,589.04,375.98,587.85,9804.0,194.69,246.47,68.782,289.22,22.802,7.3169,1
86,426_C_VF_454_5s_10_3.csv,70.57,5.8473,9.6234,18.832,26.376,250.38,92.744,7.9471,1.1592,2.2969,1
87,418_C_VFL_533s_10_3.csv,193.17,956.25,11221.0,5847.1,115.83,83.913,78.302,37.097,16.593,66.311,1
88,430_C_VFL_588s_10_3.csv,35.823,17.386,27.436,241.13,5.2648,4.8868,3.3298,2.6781,0.20827,0.11335,1
89,427_C_VFL_684_5s_10_3.csv,63.027,37.453,528.9,1096.1,52.71,38.131,141.7,38.464,1.9476,19.374,1
90,423_C_VF_630s_10_3.csv,41.204,15.743,23.312,128.65,552.81,29.474,4.0392,5.2264,33.319,58.081,1
91,614_C_VF_1050_5s_10_3.csv,227.54,42.219,190.56,1888.7,2758.0,124.14,178.16,111.89,703.25,571.8,1
92,614_C_VFL_1155s_10_3.csv,895.74,1543.5,9531.3,32349.0,1368.5,199.89,1069.6,199.57,418.66,68.091,1
93,420_C_VFL_1022s_10_3.csv,24.198,20.519,1198.8,1775.6,17.46,3.2499,39.898,3.4475,1.5715,1.5092,1
94,426_C_VF_448_5s_10_3.csv,97.208,1.9331,3.3304,6.4639,192.74,1160.8,1.931,0.89186,4.8033,2.4355,1
95,430_C_VF_674s_10_3.csv,14.224,21.164,38.749,36.391,4.5154,3.6561,4.9528,1.4834,1.3489,0.6921,1
96,422_C_VF_1158s_10_3.csv,288.82,104.49,149.65,459.93,1254.4,768.76,181.97,102.08,68.474,145.62,1
97,418_C_VFL_377_6s_10_3.csv,525.17,176.18,9560.3,4706.7,18.552,86.029,62.351,3.853,78.005,97.261,1
98,430_C_VF_510s_10_3.csv,38.456,37.474,24.913,405.43,6.9291,5.6319,9.4166,6.6339,1.6808,1.2561,1
99,429_C_VF_1409s_10_3.csv,16.987,17.363,14.676,656.11,1.2888,2.3491,29.23,6.7622,0.89224,3.1915,1
100,423_C_VF_835s_10_3.csv,90.013,4.0682,19.445,48.989,64.135,156.0,25.871,9.0815,8.4791,16.868,1
101,422_C_VF_1066_5s_10_3.csv,134.03,17.704,1761.3,4083.1,1717.9,1334.6,186.36,48.696,86.332,27.027,1
102,423_C_VF_624s_10_3.csv,79.852,16.291,40.7,1361.2,1434.8,7.4455,18.559,86.318,156.86,9.8843,1
103,418_C_VFL_867s_10_3.csv,677.85,262.91,11632.0,3732.5,36.948,184.74,42.032,14.055,50.916,82.22,1
104,418_C_VFL_370s_10_3.csv,152.06,184.32,2343.5,6219.2,7.9782,18.221,113.5,8.8563,19.045,119.18,1
105,427_C_VF_568s_10_3.csv,21.284,25.925,414.13,631.84,41.581,18.272,4.6084,18.569,4.5116,3.261,1
106,428_C_VFL_1356s_10_3.csv,26.424,76.647,84.669,2049.8,4.0898,1.8581,118.49,3.0665,1.5997,2.9019,1
107,419_C_VFL_48_3s_10_3.csv,236.47,144.54,9825.6,758.04,11.279,199.09,16.725,3.6573,134.16,24.337,1
108,429_C_VFL_1393s_10_3.csv,47.949,11.655,109.41,1071.3,12.011,3.6218,43.356,24.313,1.8494,2.3934,1
109,422_C_VF_1338s_10_3.csv,87.73,129.14,904.46,285.33,502.26,497.11,122.79,39.512,40.281,19.823,1
110,422_C_VF_1048s_10_3.csv,497.19,115.94,899.39,2914.8,6026.5,1975.2,44.435,22.346,107.22,538.12,1
111,418_C_VFL_843_5s_10_3.csv,511.34,184.57,8617.2,5014.5,23.702,54.867,134.61,5.0589,25.87,147.56,1
112,422_C_VF_1430s_10_3.csv,312.1,48.568,1133.4,514.0,125.13,554.79,85.335,24.99,11.517,19.59,1
113,418_C_VFL_544s_10_3.csv,485.83,429.09,10444.0,4053.3,205.69,179.62,86.218,33.687,9.7798,108.84,1
114,430_C_VFL_299s_10_3.csv,23.476,17.037,355.14,134.61,3.5575,12.328,23.748,1.0632,5.4504,9.4364,1
115,428_C_VFL_1196_7s_10_3.csv,81.47,105.13,340.38,3806.2,24.699,23.693,76.719,135.17,6.2083,24.063,1
116,426_C_VF_464s_10_3.csv,64.423,7.8422,3.6511,1.667,5.4172,59.228,239.85,92.01,6.31,1.876,1
117,612_C_VF_1264s_10_3.csv,59.378,260.27,217.38,253.94,2559.7,6.9503,8.0575,10.43,18.325,0.98881,1
118,430_C_VF_603s_10_3.csv,68.89,107.3,278.3,220.97,9.8755,1.381,1.4068,0.82276,3.0685,1.0364,1
119,426_C_VF_608_5s_10_3.csv,47.412,31.377,306.87,201.35,192.44,22.112,5.8395,6.5498,1.1872,1.7054,1
120,418_C_VFL_279s_10_3.csv,454.85,233.1,193.89,22581.0,33.819,7.46,114.2,56.224,3.3657,2.5659,1
121,430_C_VF_1068s_10_3.csv,34.521,20.88,137.3,26.014,93.322,21.923,1.4286,14.732,1.7455,7.6347,1
122,612_C_VF_1444s_10_3.csv,28.174,81.073,278.29,2356.5,10.792,12.882,8.6757,352.9,2.9736,1.2584,1
123,418_C_VFL_804s_10_3.csv,249.21,421.75,11247.0,3693.6,35.138,270.66,137.53,12.808,24.114,75.618,1
124,418_C_VFL_490s_10_3.csv,53.3,174.85,4337.1,9114.1,15.882,21.53,229.96,13.463,11.797,225.48,1
125,422_C_VF_1225s_10_3.csv,116.79,78.632,204.32,538.64,140.3,248.65,451.54,31.237,20.13,15.296,1
126,612_C_VF_1385s_10_3.csv,122.88,57.567,104.92,2597.4,250.82,176.47,20.886,101.69,3.0157,1.1022,1
127,614_C_VF_1037s_10_3.csv,2312.0,199.15,308.49,54475.0,22529.0,100.9,444.91,608.99,361.91,20.273,1
128,423_C_VF_685s_10_3.csv,33.68,8.2761,48.155,14.497,49.997,15.352,0.87743,2.3839,13.937,3.929,1
129,427_C_VF_884s_10_3.csv,37.653,278.51,73.345,190.43,32.552,3.3807,0.45615,4.977,5.4268,0.52473,1
130,430_C_VF_358s_10_3.csv,22.699,8.016,22.056,593.98,10.422,3.0897,11.599,16.034,0.16121,0.12553,1
131,422_C_VF_1183s_10_3.csv,178.84,68.435,315.89,1892.0,1509.2,4343.0,270.43,146.61,40.539,34.277,1
132,427_C_VFL_558_4s_10_3.csv,53.357,103.13,573.58,1332.1,18.718,53.195,46.664,13.606,14.588,1.8792,1
133,427_C_VF_695s_10_3.csv,3.2336,8.4047,523.6,1060.9,212.29,54.009,21.998,4.387,3.1776,3.2421,1
134,422_C_VF_1240s_10_3.csv,52.166,218.63,182.96,1778.8,925.91,416.49,356.81,28.795,45.316,30.944,1
135,430_C_VF_578s_10_3.csv,10.354,2.9992,46.617,132.12,32.238,1.744,5.0823,15.698,2.2359,0.75511,1
136,422_C_VF_1076_5s_10_3.csv,377.16,242.54,206.76,1776.5,990.8,1103.3,95.251,97.332,21.643,43.72,1
137,426_C_VF_1300s_10_3.csv,30.953,32.135,108.39,115.51,538.37,600.67,6.2884,3.0922,4.0437,7.8179,1
138,422_C_VF_998s_10_3.csv,165.87,23.735,781.71,5738.7,4169.0,2161.9,34.859,71.936,137.92,235.18,1
139,422_C_VF_951s_10_3.csv,47.479,2.8252,5.8934,15.419,1298.6,610.88,7.2735,3.4466,14.317,187.64,1
140,426_C_VF_616s_10_3.csv,5.3795,26.829,68.488,35.602,89.367,11.549,6.7843,2.6403,2.3011,6.0673,1
141,427_C_VF_734_2s_10_3.csv,37.347,253.68,496.0,1327.7,75.694,39.6,16.541,4.0093,5.3434,4.7315,1
142,430_C_VF_1307s_10_3.csv,8.425,40.814,565.31,4.1096,14.552,10.022,1.5108,4.9286,1.5384,0.42833,1
143,427_C_VF_774s_10_3.csv,54.851,182.53,1490.8,331.61,74.714,42.87,23.388,4.0451,2.235,4.937,1
144,430_C_VFL_1273s_10_3.csv,36.787,32.167,2263.7,29.439,5.9152,1.7601,0.76083,0.86647,1.7315,0.22839,1
145,429_C_VFL_1398s_10_3.csv,29.868,13.218,53.39,228.42,8.4361,3.4317,11.041,39.7,2.4873,3.1602,1
146,424_C_VF_935s_10_3.csv,9.4521,12.682,43.891,910.41,341.84,4.2863,8.715,4.2476,7.4983,0.63256,1
147,421_C_VFL_961_4s_10_3.csv,141.37,50.431,743.52,3624.4,744.86,404.38,168.23,317.48,188.81,98.362,1
148,422_C_VFL_1034s_10_3.csv,206.27,361.94,863.72,4912.9,2180.9,1127.4,104.42,45.099,43.486,181.92,1
149,424_C_VF_926_5s_10_3.csv,81.778,87.509,39.203,107.72,318.91,10.524,5.3016,14.34,13.158,1.6999,1
150,426_C_VF_690s_10_3.csv,78.957,57.301,89.191,587.25,140.41,52.271,12.271,3.5053,4.5325,3.9788,1
151,427_C_VF_950s_10_3.csv,272.97,311.57,102.12,73.584,39.324,9.9809,2.1431,2.3173,1.1075,1.7185,1
152,429_C_VF_1288_5s_10_3.csv,10.352,10.968,7.9742,1080.9,11.574,2.7889,1.8751,79.979,5.5309,0.56784,1
153,612_C_VF_1414s_10_3.csv,160.94,88.563,353.1,5544.3,141.76,36.414,57.134,396.39,60.093,39.729,1
154,419_C_VFL_446_3s_10_3.csv,297.02,256.54,357.13,1154.8,9.6653,12.315,50.208,3.6813,1.0464,2.373,1
155,612_C_VF_1438s_10_3.csv,96.015,54.531,167.2,3596.8,184.92,4.6089,13.69,278.53,9.2111,3.4155,1
156,426_C_VF_533_5s_10_3.csv,5.3234,1.0052,9.7436,63.036,123.93,23.551,69.601,23.163,0.71131,0.7321,1
157,430_C_VFL_1405s_10_3.csv,7.8888,9.6232,3024.7,5.9151,3.9847,29.856,0.81424,1.4798,2.2954,0.41318,1
158,422_C_VF_1129s_10_3.csv,54.91,18.935,175.1,370.82,688.96,1002.2,103.96,30.435,18.918,31.569,1
159,430_C_VF_555_5s_10_3.csv,5.2546,8.0426,29.769,126.13,44.363,0.7447,0.53799,4.6936,0.31476,0.064003,1
160,422_C_VF_1365s_10_3.csv,69.914,648.92,136.9,286.86,72.444,179.64,515.13,16.592,14.431,37.428,1
161,422_C_VF_1223s_10_3.csv,227.16,143.47,289.86,2898.5,207.92,3551.7,219.66,84.067,21.501,126.7,1
162,430_C_VFL_325s_10_3.csv,14.565,2.0621,298.27,309.79,3.8305,3.4472,17.424,0.93034,0.80486,4.4324,1
163,426_C_VF_640s_10_3.csv,12.77,11.239,119.01,234.49,208.77,13.097,3.8754,6.1161,3.2483,4.3151,1
164,428_C_VFL_1350s_10_3.csv,4.5407,24.471,62.627,2642.6,9.5081,1.0949,45.784,76.583,1.7865,2.9267,1
165,418_C_VFL_602_3s_10_3.csv,1634.1,744.99,8718.0,4892.8,422.33,41.283,146.27,13.776,5.0958,83.981,1
166,430_C_VF_821s_10_3.csv,131.97,158.05,95.672,458.89,3.1749,6.922,5.6866,0.51623,1.0268,1.6721,1
167,422_C_VF_1202s_10_3.csv,108.11,193.74,564.93,2512.9,458.53,924.73,168.16,168.73,128.99,108.04,1
168,430_C_VFL_917s_10_3.csv,6.1468,9.3044,998.61,368.63,4.9857,57.947,32.064,0.27805,1.7132,0.55562,1
169,422_C_VF_1350s_10_3.csv,125.96,130.7,282.81,281.97,59.409,71.53,379.1,4.8318,10.158,11.846,1
170,426_C_VF_456_5s_10_3.csv,125.73,29.214,7.691,16.496,4.7574,130.21,462.67,1.8314,1.3192,2.2236,1
171,427_C_VF_553_7s_10_3.csv,62.335,33.792,113.4,609.85,60.368,3.1782,7.3483,6.0154,1.356,1.3579,1
172,422_C_VF_989s_10_3.csv,33.858,88.34,69.287,5666.7,9264.3,1362.9,39.423,96.476,199.95,26.573,1
173,418_C_VFL_277s_10_3.csv,30.601,144.33,3741.5,10805.0,9.5266,16.697,196.56,10.705,2.5686,223.93,1
174,430_C_VFL_584_2s_10_3.csv,73.429,3.7501,72.571,562.58,6.307,4.7661,13.162,8.517,0.34059,0.55115,1
175,422_C_VF_1078_5s_10_3.csv,671.58,34.26,56.251,3145.9,2360.3,1252.1,28.098,143.99,27.77,113.95,1
176,614_C_VF_1010_5s_10_3.csv,724.14,288.87,73.464,2564.4,7629.2,543.58,231.56,219.82,1545.8,546.84,1
177,423_C_VF_649s_10_3.csv,28.105,49.349,62.981,43.115,186.18,21.968,4.2925,5.2686,2.8352,1.5385,1
178,427_C_VF_623s_10_3.csv,63.687,80.837,285.24,1245.2,60.156,24.146,11.286,49.463,9.0209,1.5536,1
179,429_C_VFL_1407s_10_3.csv,1.4835,18.99,8.3399,641.93,0.74415,1.6631,43.87,4.1024,0.2022,0.29537,1
180,422_C_VF_1322s_10_3.csv,28.89,38.914,556.42,344.14,46.773,424.92,128.86,52.821,24.686,24.883,1
181,422_C_VF_961s_10_3.csv,32.97,21.441,27.04,155.61,19025.0,1910.4,16.62,15.948,44.396,1830.1,1
182,428_C_VFL_1336s_10_3.csv,60.248,19.926,192.79,2545.4,199.85,6.7456,10.712,180.18,80.524,9.2203,1
183,605_C_VFL_1155s_10_3.csv,179.26,50.962,195.52,9748.7,71.831,33.877,69.026,46.053,16.706,8.1511,1
184,426_C_VF_542s_10_3.csv,16.79,5.5636,30.915,17.202,66.001,6.1691,61.028,8.4371,0.3149,1.5646,1
185,614_C_VF_1052_5s_10_3.csv,268.76,61.803,337.64,22470.0,10453.0,55.0,1418.6,272.12,1136.8,545.81,1
186,430_C_VF_638s_10_3.csv,120.97,169.3,96.026,605.53,31.873,3.0615,11.289,4.7233,0.38643,0.20995,1
187,419_C_VF_407s_10_3.csv,9.2411,78.098,67.988,2254.9,779.84,10.355,17.757,104.5,78.759,2.2817,1
188,422_C_VF_1156s_10_3.csv,84.253,320.52,174.32,2390.5,1404.3,2939.9,128.83,49.352,76.917,176.14,1
189,422_C_VF_1295s_10_3.csv,87.899,61.879,576.99,632.73,432.71,173.08,282.41,127.37,18.633,28.082,1
190,612_C_VF_1429s_10_3.csv,332.01,172.58,461.7,4025.2,536.9,14.275,117.09,355.9,101.94,13.761,1
191,430_C_VF_1005s_10_3.csv,8.9202,32.63,134.28,4.5918,31.457,95.779,3.9216,11.026,1.6254,1.6549,1
192,425_C_VFL_650_5s_10_3.csv,207.45,1307.8,14648.0,207.14,270.87,146.98,16.218,152.74,9.294,28.143,1
193,422_C_VF_1248s_10_3.csv,85.183,97.412,410.19,484.23,629.01,1834.8,94.225,106.63,89.942,102.39,1
194,423_C_VF_702s_10_3.csv,82.678,105.85,29.09,106.24,461.99,290.15,8.1035,1.8177,2.8165,4.4854,1
195,422_C_VF_1142s_10_3.csv,208.91,59.793,193.07,526.18,2813.4,413.77,90.618,45.901,126.5,62.258,1
196,422_C_VF_1096s_10_3.csv,349.99,48.614,114.14,3364.4,2343.0,683.52,203.7,47.608,28.864,15.984,1
197,430_C_VF_551s_10_3.csv,73.446,1.6484,29.768,338.41,2.016,0.32015,5.2758,1.2478,0.16092,0.45816,1
198,427_C_VF_864s_10_3.csv,15.978,142.76,235.78,198.56,111.25,3.0945,6.462,7.233,5.8461,1.1608,1
199,418_C_VFL_425_5s_10_3.csv,443.46,247.79,8516.7,3191.8,34.097,132.45,174.94,16.545,21.672,107.63,1
200,423_C_VF_879_5s_10_3.csv,205.56,45.526,45.347,39.067,1385.9,750.69,18.753,2.3248,25.721,98.4,1
201,607_C_VF_1109s_10_3.csv,120.24,12.154,48.557,395.98,850.0,21.631,33.73,18.68,235.55,51.616,1
202,422_C_VFL_1013_5s_10_3.csv,356.44,277.08,586.23,13194.0,221.56,793.98,375.53,59.679,27.44,69.129,1
203,423_C_VF_671s_10_3.csv,32.982,2.6127,35.647,11.961,130.88,315.57,5.4465,0.69682,3.9057,12.229,1
204,614_C_VF_995_3s_10_3.csv,473.68,156.21,441.43,24547.0,16465.0,329.87,383.99,1647.5,1467.7,24.811,1
205,418_C_VFL_642_5s_10_3.csv,82.847,205.7,3938.4,8031.7,8.2284,34.25,160.93,4.4449,6.3348,165.48,1
206,612_C_VFL_1447s_10_3.csv,29.422,133.33,85.277,6866.6,351.23,30.099,27.314,300.22,5.5538,4.9273,1
207,424_C_VF_1025s_10_3.csv,163.65,56.024,38.782,1327.8,99.427,7.777,9.3047,23.793,14.26,0.83676,1
208,429_C_VF_1439s_10_3.csv,19.982,16.069,2.5136,282.19,0.14542,1.7633,10.734,79.433,0.40922,0.33663,1
209,422_C_VF_1168s_10_3.csv,59.154,149.3,504.95,4221.2,788.2,2694.0,148.72,172.71,78.961,189.51,1
210,607_C_VF_1116s_10_3.csv,9.2624,298.97,431.1,5871.8,2208.9,34.895,22.154,27.902,7.3134,7.2483,1
211,430_C_VF_650s_10_3.csv,188.44,58.348,112.64,731.29,2.0984,3.1195,7.289,6.4551,0.17095,0.38597,1
