,file_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Class
31,422_C_VF_1223s_15_2.csv,219.74,13.757,137.13,262.15,103.79,2822.4,182.0,99.794,3477.8,184.54,59.492,59.688,16.791,12.302,119.11,1
32,422_C_VF_1365s_15_2.csv,37.352,218.39,463.09,104.09,227.31,92.37,62.272,52.352,137.46,515.01,9.8995,6.8151,4.7655,12.561,34.534,1
33,430_C_VFL_1405s_15_2.csv,7.5005,2.5625,7.4489,2098.9,930.37,1.4039,2.1844,17.252,14.405,0.37473,0.51209,1.4072,2.085,0.34883,0.27477,1
34,422_C_VF_1129s_15_2.csv,34.069,21.893,17.883,164.34,63.503,318.08,674.1,74.381,942.64,99.438,10.059,24.895,14.063,8.9641,27.46,1
35,428_C_VFL_1350s_15_2.csv,3.4345,5.0313,20.546,15.287,786.83,1903.1,3.5154,6.8301,0.25753,3.6681,110.15,8.5478,1.6594,0.33571,2.7181,1
36,426_C_VF_640s_15_2.csv,2.8495,19.527,1.6321,101.09,55.576,196.84,205.02,9.923,6.9221,3.302,1.5921,5.0974,1.6533,3.9867,1.9234,1
37,422_C_VF_1202s_15_2.csv,67.856,87.611,146.38,490.56,207.96,2379.3,310.68,282.67,789.91,122.48,131.12,83.296,97.788,77.897,61.347,1
38,430_C_VF_821s_15_2.csv,33.95,157.94,98.125,27.791,443.57,83.206,3.0463,1.1993,5.8512,5.4353,0.29272,0.47478,0.23684,1.391,1.0711,1
39,418_C_VFL_602_3s_15_2.csv,1309.9,412.05,657.2,3016.0,7672.8,2922.1,400.68,38.585,24.347,124.59,23.483,11.969,1.8306,12.603,74.643,1
40,422_C_VF_1350s_15_2.csv,58.94,162.59,35.139,185.93,239.15,139.69,45.041,31.996,53.903,373.23,7.5809,3.1167,1.3283,17.72,2.9555,1
41,430_C_VFL_917s_15_2.csv,4.3094,7.0855,4.0563,71.513,1291.0,4.7459,2.8223,4.6641,55.447,31.182,0.93977,0.22,1.2475,0.71346,0.30787,1
42,607_C_VF_1126_2s_15_2.csv,61.323,40.931,157.21,335.21,391.03,162.58,21.184,93.721,21.21,14.892,3.6934,7.8849,3.0956,5.5211,12.585,1
43,614_C_VFL_1124_6s_15_2.csv,489.11,1195.6,3580.6,8907.5,92828.0,15769.0,3024.9,918.32,1081.8,233.41,443.9,257.84,143.45,32.244,31.311,1
44,614_C_VF_1012_5s_15_2.csv,3812.6,263.05,226.78,438.63,1627.9,3406.7,57659.0,5580.7,315.71,189.28,200.78,216.45,1383.4,5912.8,782.52,1
45,607_C_VF_1107s_15_2.csv,94.699,22.186,96.661,73.859,349.97,1817.4,1199.6,135.97,248.03,40.621,270.37,126.49,217.21,159.11,58.712,1
46,418_C_VFL_723_1s_15_2.csv,304.79,570.28,1308.9,583.34,7893.9,2998.3,61.009,9.5201,31.992,25.194,62.611,13.017,6.6526,12.189,60.923,1
47,430_C_VF_348_9s_15_2.csv,61.494,7.7899,5.1635,17.937,111.02,61.721,20.815,2.5822,4.4546,18.516,9.2703,10.077,1.4368,0.60277,4.7639,1
48,418_C_VFL_533s_15_2.csv,104.2,221.13,824.1,4191.3,10035.0,2841.6,78.849,53.433,67.464,71.504,26.213,17.682,11.443,14.676,56.786,1
49,430_C_VFL_588s_15_2.csv,17.176,34.691,1.3434,21.571,100.75,146.24,5.2078,0.61797,4.3258,1.3884,4.0391,0.58044,0.1567,0.083798,0.081127,1
50,612_C_VF_1412s_15_2.csv,467.38,124.43,373.21,515.75,1327.1,8548.9,126.89,198.51,115.76,33.264,243.75,80.987,6.4345,17.719,5.9655,1
51,426_C_VF_454_5s_15_2.csv,66.604,5.7364,4.0776,5.4289,7.4644,15.562,7.206,97.15,172.4,87.165,6.1594,7.3658,1.0469,1.2881,1.1211,1
52,427_C_VFL_603s_15_2.csv,31.243,7.9367,6.0907,295.15,1376.3,989.45,161.03,27.185,65.541,36.283,24.032,9.3146,16.566,7.0678,1.1107,1
53,422_C_VF_1054_5s_15_2.csv,398.55,20.817,149.61,315.05,1775.9,4381.9,1727.6,1517.5,137.71,89.516,46.034,33.258,27.949,39.736,56.951,1
54,607_C_VF_1102_5s_15_2.csv,24.768,17.619,26.106,162.52,786.46,470.3,905.7,12.648,15.553,48.055,60.498,31.415,81.842,12.737,6.7452,1
55,426_C_VF_448_5s_15_2.csv,91.874,6.0148,1.2529,2.1622,1.9191,5.713,48.64,754.0,550.85,1.452,0.893,0.47781,2.7863,2.5948,1.8576,1
56,420_C_VFL_1022s_15_2.csv,21.728,6.2571,16.732,616.66,2044.6,313.14,14.192,4.6698,1.8484,34.464,5.9359,2.946,0.93034,1.3072,0.84319,1
57,430_C_VF_674s_15_2.csv,10.101,7.5399,17.747,28.377,27.361,19.402,4.354,2.11,1.7074,0.82891,4.1955,1.4116,0.86273,1.1323,0.04588,1
58,614_C_VFL_1155s_15_2.csv,566.21,417.31,1455.7,2795.7,32654.0,6430.4,1284.9,120.76,162.64,763.6,478.19,27.412,327.85,126.91,31.989,1
59,614_C_VF_1050_5s_15_2.csv,115.03,119.41,35.325,48.579,223.42,1807.3,2720.5,149.2,12.44,90.5,92.471,107.07,244.15,986.3,44.592,1
60,423_C_VF_630s_15_2.csv,40.96,0.30103,15.686,9.4304,34.489,108.04,410.12,167.5,4.6709,2.7411,1.3274,5.197,23.532,36.092,31.775,1
61,427_C_VFL_684_5s_15_2.csv,46.971,20.142,33.368,305.62,561.61,757.81,52.139,2.5653,36.137,101.78,58.3,20.085,1.6652,4.492,15.165,1
62,418_C_VFL_867s_15_2.csv,646.27,62.635,231.85,3611.2,11137.0,617.14,26.375,77.89,117.42,26.804,16.947,12.335,13.086,70.669,49.382,1
63,423_C_VF_624s_15_2.csv,57.055,29.283,9.8054,27.664,62.618,1311.6,1388.5,49.359,4.4362,9.6222,22.475,72.78,144.11,18.991,3.6446,1
64,422_C_VF_1066_5s_15_2.csv,130.35,4.0632,17.328,1004.2,1050.4,3789.8,1061.3,1906.9,84.317,119.23,85.583,30.248,39.362,47.033,26.964,1
65,429_C_VF_1409s_15_2.csv,16.845,0.42036,17.085,3.1212,331.92,335.74,0.39446,2.035,1.2084,4.4196,29.463,2.1094,0.54213,1.0528,2.4888,1
66,430_C_VF_510s_15_2.csv,35.017,4.6025,36.311,10.948,168.19,251.21,6.2842,1.6172,4.6596,5.5574,8.5682,1.9249,0.83486,0.90324,1.1988,1
67,418_C_VFL_377_6s_15_2.csv,497.1,29.655,174.6,1828.2,11936.0,502.95,14.57,24.435,65.576,39.989,22.554,3.6608,23.806,113.94,37.517,1
68,422_C_VF_1158s_15_2.csv,277.94,17.868,97.509,59.661,105.07,444.86,1187.4,216.47,619.28,50.108,204.08,29.867,45.504,46.691,121.9,1
69,423_C_VF_835s_15_2.csv,56.958,36.164,0.95983,3.0258,26.463,38.945,14.601,181.64,23.895,11.271,21.543,2.1385,7.4363,7.0056,10.905,1
70,429_C_VFL_1393s_15_2.csv,46.15,1.9534,11.5,8.6622,596.62,575.48,9.0609,3.9031,2.6684,33.784,12.005,21.88,1.4359,0.53119,2.2756,1
71,419_C_VFL_48_3s_15_2.csv,234.08,33.865,113.06,2607.4,7970.3,5.9962,5.7343,15.497,189.14,16.63,0.25314,3.4989,40.892,114.05,3.559,1
72,422_C_VF_1048s_15_2.csv,469.17,68.811,75.155,312.76,737.69,2763.7,2880.6,4997.3,123.9,44.082,3.2454,19.454,46.811,182.52,416.0,1
73,422_C_VF_1338s_15_2.csv,46.273,61.158,109.44,528.37,502.13,159.3,343.4,199.7,456.27,121.23,2.3934,38.676,40.255,1.1929,18.656,1
74,428_C_VFL_1356s_15_2.csv,22.524,16.395,64.152,11.587,1435.2,687.74,3.6249,0.60779,1.7152,58.438,61.32,1.799,1.319,0.88589,2.2967,1
75,427_C_VF_568s_15_2.csv,21.02,0.38993,25.799,100.3,328.29,617.38,40.672,6.9093,12.272,2.8075,5.0086,15.362,3.4959,1.9877,2.289,1
76,418_C_VFL_370s_15_2.csv,147.66,11.673,177.05,256.93,7880.1,425.67,5.0759,7.1285,13.995,106.31,11.351,4.6895,4.7969,23.19,110.24,1
77,428_C_VFL_1196_7s_15_2.csv,70.029,21.872,94.703,193.61,1782.7,2170.2,19.111,22.621,6.6606,44.469,82.747,84.671,4.2913,2.6715,23.308,1
78,430_C_VFL_299s_15_2.csv,23.233,2.1918,15.088,35.045,448.95,5.7662,0.84443,4.5116,10.529,23.256,1.358,0.19779,0.79478,12.457,1.6349,1
79,426_C_VF_464s_15_2.csv,63.84,1.1042,7.3205,2.7608,1.6994,0.85792,1.9083,5.2973,57.439,135.14,174.8,21.922,5.7415,1.76,0.68449,1
80,422_C_VF_1430s_15_2.csv,184.76,164.91,11.002,816.78,589.7,240.92,32.71,289.15,358.07,76.664,18.4,15.26,6.7464,10.477,13.884,1
81,418_C_VFL_843_5s_15_2.csv,511.14,38.376,146.39,390.8,13133.0,108.13,22.73,2.6329,53.206,133.0,3.3205,3.3474,9.2347,115.85,48.345,1
82,418_C_VFL_544s_15_2.csv,425.75,79.174,410.0,2036.0,10810.0,1651.0,160.83,87.841,136.64,35.59,57.726,26.588,6.6247,10.576,101.42,1
83,612_C_VF_1444s_15_2.csv,20.097,22.603,66.546,193.26,190.88,2250.7,4.1111,8.587,10.976,5.505,110.24,245.83,2.4023,1.0918,0.73788,1
84,430_C_VF_1068s_15_2.csv,8.4507,29.422,17.528,130.44,22.695,10.179,15.487,98.403,1.3555,0.89333,5.7465,9.5212,1.0727,0.90495,7.4025,1
85,418_C_VFL_490s_15_2.csv,35.925,18.465,173.76,68.425,12673.0,709.67,12.647,17.291,7.4737,223.66,7.1768,12.58,8.5419,20.085,208.65,1
86,418_C_VFL_804s_15_2.csv,207.45,42.602,420.91,2244.5,11487.0,1208.6,20.417,109.95,175.43,104.0,38.423,7.9178,15.393,22.789,61.55,1
87,430_C_VF_603s_15_2.csv,3.9725,138.19,34.029,129.58,292.59,77.105,6.7571,3.8818,0.6176,0.30455,1.2992,0.6258,2.7689,1.0042,0.3318,1
88,612_C_VF_1264s_15_2.csv,47.111,16.632,255.91,200.09,102.22,169.01,2554.9,5.7521,6.0331,7.4991,5.6497,5.3385,14.945,4.0426,0.32689,1
89,418_C_VFL_279s_15_2.csv,405.88,56.807,225.26,182.77,9415.8,13176.0,13.308,24.155,3.8159,12.76,157.03,0.64036,1.7058,2.0636,2.1621,1
90,426_C_VF_608_5s_15_2.csv,44.066,5.0291,29.694,229.06,99.535,179.62,177.3,31.623,5.6314,5.1873,2.9329,4.2692,1.0321,0.58983,1.2706,1
91,614_C_VF_1037s_15_2.csv,2202.9,125.55,182.69,94.302,3434.6,51254.0,22500.0,47.386,82.206,16.178,612.47,425.25,349.1,17.034,16.042,1
92,612_C_VF_1385s_15_2.csv,40.594,83.165,56.686,97.857,374.36,2230.1,203.34,192.21,31.731,20.64,55.97,45.961,2.2549,0.77563,1.0874,1
93,422_C_VF_1225s_15_2.csv,94.939,68.807,31.676,170.15,411.22,161.59,63.233,146.96,178.76,421.48,43.072,18.233,9.1381,13.643,12.645,1
94,430_C_VF_983s_15_2.csv,15.222,23.399,56.671,36.694,34.655,2.3282,2.929,75.08,35.707,1.367,0.17196,4.2188,3.205,1.1082,1.852,1
95,426_C_VF_806s_15_2.csv,24.256,4.7015,31.43,17.966,31.523,4.4261,16.943,3.3692,2.5564,4.6805,0.18038,1.1403,1.6971,0.45262,0.24139,1
96,426_C_VF_492s_15_2.csv,23.062,5.0703,1.2897,5.3411,1.2645,0.58428,4.7488,31.971,24.438,22.604,35.973,38.902,19.76,0.46615,0.029936,1
97,422_C_VF_1313s_15_2.csv,72.288,25.7,25.454,128.24,64.31,97.657,18.702,154.43,167.74,54.544,63.659,6.9522,24.361,3.5968,7.5145,1
98,418_C_VFL_776_8s_15_2.csv,209.86,36.254,252.86,815.86,13466.0,356.45,45.084,22.63,121.13,136.02,3.5029,9.5669,8.0396,123.26,48.512,1
99,612_C_VF_1210_5s_15_2.csv,1465.6,407.92,73.525,187.09,351.51,2395.8,1602.1,18.541,13.654,6.8412,4.9476,53.067,4.1978,3.1901,2.9057,1
100,423_C_VF_637s_15_2.csv,18.592,2.196,4.5041,10.162,1.8308,151.74,404.88,26.689,11.6,2.012,0.99058,2.2134,2.6001,13.94,0.22184,1
101,426_C_VF_603s_15_2.csv,34.299,2.8581,13.196,46.403,21.238,24.022,69.593,32.38,79.456,21.647,0.75937,3.6264,3.7978,3.7274,0.27138,1
102,422_C_VF_1131s_15_2.csv,163.72,4.3176,26.229,291.21,55.32,536.82,342.02,3390.8,143.98,17.579,34.832,17.379,15.378,172.31,53.112,1
103,430_C_VF_997s_15_2.csv,18.414,29.401,42.087,68.26,20.585,2.5632,5.7077,111.83,16.246,3.4223,1.1285,10.178,1.4332,0.67207,0.2975,1
104,612_C_VFL_1378s_15_2.csv,371.38,169.13,6.4536,184.15,448.86,2694.9,318.02,74.462,31.275,23.467,211.41,22.093,2.4869,1.5853,5.7624,1
105,429_C_VF_1292_5s_15_2.csv,44.968,22.409,38.694,35.899,349.18,91.841,5.3076,0.23172,1.5439,6.1888,20.821,22.996,5.4459,3.4299,3.6671,1
106,612_C_VF_1286s_15_2.csv,9.0158,35.76,27.691,96.763,94.422,739.63,395.27,6.2089,6.1153,2.3442,0.96483,7.7526,6.9212,0.085261,0.21485,1
107,605_C_VFL_1151s_15_2.csv,164.28,20.561,156.5,4277.3,8630.5,47.373,5.1467,56.552,176.04,20.952,2.0294,14.969,104.75,24.094,3.1311,1
108,607_C_VF_1114s_15_2.csv,105.94,52.389,149.3,144.8,2077.6,2181.6,6445.0,49.343,51.463,4.5218,6.9714,30.423,20.128,31.637,2.2097,1
109,427_C_VFL_544_5s_15_2.csv,92.195,5.4084,15.487,52.027,164.15,517.08,101.97,4.1297,2.964,15.284,8.5347,7.062,0.56249,0.62776,0.11233,1
110,614_C_VF_1046_5s_15_2.csv,778.97,284.15,329.67,120.93,3672.7,2627.3,15280.0,790.83,92.474,225.5,187.89,758.18,202.68,2775.7,288.0,1
111,430_C_VF_1043s_15_2.csv,13.848,18.516,1.5737,83.242,9.4599,7.0072,5.9716,89.569,10.229,1.7226,0.16485,15.732,0.63348,0.25396,0.49613,1
112,422_C_VF_1070_5s_15_2.csv,43.929,23.816,145.71,100.88,935.52,50.012,383.76,2317.9,597.18,6.9595,26.356,3.3733,84.037,24.641,20.326,1
113,430_C_VF_700s_15_2.csv,31.988,32.061,35.263,10.14,299.43,44.065,3.7073,2.7016,4.7917,6.4505,1.8917,0.43368,0.62092,0.80129,1.239,1
114,422_C_VF_1348s_15_2.csv,57.964,88.047,299.48,841.49,147.67,57.953,164.11,106.59,457.59,102.56,7.4821,18.704,18.802,29.631,18.228,1
115,422_C_VF_1104s_15_2.csv,234.34,23.471,55.812,92.816,643.43,522.16,1179.9,465.26,558.13,23.394,8.4434,30.65,27.367,30.619,26.072,1
116,426_C_VF_1320s_15_2.csv,16.992,154.58,2.5776,10.036,10.994,79.416,246.43,203.05,20.769,20.918,7.1521,25.268,4.2003,7.2373,1.041,1
117,422_C_VF_1274s_15_2.csv,91.852,20.31,53.271,170.26,358.49,2196.2,203.38,378.54,88.552,95.739,39.617,25.139,20.469,29.949,43.421,1
118,427_C_VF_668s_15_2.csv,23.011,1.5372,8.4845,26.084,156.96,265.81,237.36,3.6481,25.089,2.4848,1.7577,1.4011,3.1551,0.63969,0.93535,1
119,422_C_VF_971s_15_2.csv,58.202,34.631,77.476,160.68,76.06,49.581,1248.5,4391.9,25.042,12.964,4.7538,9.9851,6.1745,48.419,109.87,1
120,427_C_VF_497s_15_2.csv,30.658,2.0276,1.2892,12.274,31.031,124.52,1672.3,204.64,4.2896,0.30428,0.5689,3.1742,3.821,7.127,1.0724,1
121,426_C_VF_546s_15_2.csv,6.3974,5.6103,1.1914,13.424,38.908,45.324,73.646,2.0872,8.5355,10.945,7.9449,1.2953,0.38732,1.9537,0.52111,1
122,427_C_VF_835_5s_15_2.csv,5.7353,26.777,136.12,20.767,182.19,128.87,49.645,3.6711,3.8675,0.52414,4.8385,1.2687,0.83095,0.53127,0.73926,1
123,426_C_VF_984s_15_2.csv,149.37,61.284,19.232,11.525,34.841,34.673,19.284,43.521,8.6955,7.9488,7.8785,4.3668,0.69387,1.1367,2.1029,1
124,424_C_VF_1038_5s_15_2.csv,67.478,111.27,25.68,69.864,178.62,476.61,20.263,6.7977,8.1846,1.2479,11.798,59.425,3.8337,2.2253,6.4586,1
125,418_C_VFL_706_5s_15_2.csv,67.854,213.96,836.3,1114.5,6645.4,1916.5,171.49,53.588,49.495,43.728,45.317,5.1469,3.172,5.5847,52.066,1
126,612_C_VF_1382s_15_2.csv,104.21,82.587,18.071,143.48,258.71,2251.2,212.73,82.837,60.487,27.959,116.68,84.16,5.6118,1.8808,1.1023,1
127,422_C_VF_1015_5s_15_2.csv,50.784,33.937,31.782,81.472,224.36,1917.8,26.405,76.767,471.59,27.775,14.23,18.199,9.8304,18.947,7.4382,1
128,614_C_VF_991_5s_15_2.csv,233.67,185.29,216.29,513.82,3546.3,87217.0,5270.4,16.085,70.603,307.77,921.66,1308.9,1400.1,46.922,135.75,1
129,427_C_VF_501s_15_2.csv,9.94,2.8626,0.61726,6.9591,31.251,65.679,1819.9,15.011,6.4865,1.2264,1.4008,1.1108,2.1789,18.185,1.1059,1
130,607_C_VF_1119s_15_2.csv,16.545,12.499,297.43,408.9,1499.6,8137.1,57.426,26.765,2.3639,27.181,28.104,28.881,1.433,0.36777,10.509,1
131,614_C_VFL_1104s_15_2.csv,83.347,50.898,1393.6,1188.0,22104.0,46047.0,498.06,212.53,322.73,296.55,252.71,155.37,23.236,172.69,64.008,1
132,428_C_VFL_1345s_15_2.csv,37.386,3.5855,39.479,1.2619,647.81,2478.7,6.3224,4.9876,1.2122,3.0089,112.43,18.364,0.046491,0.063422,0.20548,1
133,427_C_VF_932s_15_2.csv,17.954,178.73,173.8,23.757,40.654,121.18,86.655,2.8522,1.113,0.58985,3.2505,3.6304,1.0848,0.38454,0.1988,1
134,424_C_VF_879_5s_15_2.csv,31.782,1.486,17.504,9.9773,65.405,689.1,221.64,4.1207,1.1853,0.50913,4.7416,11.114,3.5708,3.0693,0.85822,1
135,418_C_VFL_760_2s_15_2.csv,131.08,20.215,1408.8,5331.8,6707.9,209.21,287.08,70.471,63.468,139.71,16.248,7.3083,9.5031,53.377,68.915,1
136,427_C_VF_731_5s_15_2.csv,14.153,12.238,146.46,462.72,349.23,327.89,18.798,10.309,13.202,9.802,1.8895,5.5082,0.042996,0.5871,1.1497,1
137,424_C_VF_943s_15_2.csv,32.371,30.151,138.72,52.167,452.06,366.67,84.95,10.29,33.356,8.3896,2.8667,1.5761,3.5037,0.38069,0.33329,1
138,422_C_VF_1086s_15_2.csv,249.65,67.556,71.346,118.32,620.41,149.6,1770.0,9276.1,223.91,34.867,29.63,49.235,21.0,52.895,611.78,1
139,427_C_VF_738_8s_15_2.csv,30.34,10.294,75.922,32.26,160.09,1032.7,32.645,22.963,19.297,18.026,4.488,2.3247,4.4113,0.98897,0.14104,1
140,605_C_VFL_1157s_15_2.csv,17.235,17.092,82.062,55.367,160.9,9282.2,43.697,4.7624,12.342,11.652,33.082,48.729,21.028,2.2933,3.7041,1
141,427_C_VF_736_6s_15_2.csv,70.4,7.6607,22.23,160.31,135.75,495.15,48.856,10.357,20.09,7.6602,1.1781,11.843,0.91017,0.15068,0.153,1
142,430_C_VFL_1110s_15_2.csv,15.099,0.90492,14.865,175.95,185.51,4.8917,0.90184,1.873,7.6744,0.37165,0.15538,0.11848,0.12282,0.14715,0.035132,1
143,422_C_VF_1050s_15_2.csv,86.089,59.719,13.206,98.648,753.89,2522.8,1148.5,749.01,327.42,38.268,11.715,180.01,52.65,42.172,5.3149,1
144,427_C_VF_551_6s_15_2.csv,25.546,4.1078,9.4377,176.03,285.91,393.14,40.428,9.5042,7.4843,7.866,24.211,1.998,0.53953,1.7913,1.401,1
145,422_C_VF_1272s_15_2.csv,50.049,21.849,50.818,41.539,700.72,889.68,639.8,85.51,340.36,70.701,74.47,24.986,1.3177,25.476,15.957,1
146,422_C_VF_1102s_15_2.csv,299.77,61.74,79.066,126.89,122.09,861.77,1936.0,759.8,1077.6,46.756,25.038,105.99,79.833,70.27,18.618,1
147,614_C_VF_1060s_15_2.csv,693.14,256.0,354.3,241.65,255.36,6335.2,7686.8,365.97,95.471,356.32,456.5,990.5,650.5,638.07,19.996,1
148,430_C_VF_560_7s_15_2.csv,82.811,3.9087,14.077,64.861,420.52,65.374,19.203,4.2699,5.3619,10.587,10.874,6.2482,1.4202,4.3475,1.5584,1
149,426_C_VF_561s_15_2.csv,6.5378,2.2988,5.6323,11.397,16.111,53.283,23.421,38.958,35.239,98.972,7.4898,3.7,1.6884,1.3166,1.3223,1
150,612_C_VF_1206s_15_2.csv,45.117,40.459,50.432,86.431,285.25,3379.2,91.081,8.5162,1.5411,21.423,56.818,19.487,0.61366,1.4828,3.3587,1
151,424_C_VF_881_5s_15_2.csv,6.449,11.953,1.8981,45.601,175.84,447.29,136.21,18.159,0.82053,8.7947,6.6091,8.1432,0.31648,6.0339,1.6791,1
152,607_C_VF_1104_5s_15_2.csv,12.145,5.0479,13.238,96.097,483.71,996.65,299.58,67.66,4.8162,14.458,93.721,34.377,72.104,5.0213,5.9633,1
153,426_C_VF_452_5s_15_2.csv,51.624,10.338,2.568,2.1548,1.6932,1.7798,5.1567,8.1011,122.07,79.916,0.90192,2.0162,0.57066,1.6121,2.2634,1
154,426_C_VF_605s_15_2.csv,1.998,11.364,21.38,71.134,304.62,40.293,135.57,129.49,0.55856,0.673,2.4015,0.63745,2.3395,0.80656,0.8402,1
155,429_C_VFL_1389_5s_15_2.csv,36.628,1.4043,11.265,25.014,192.82,470.51,2.495,2.5401,5.2689,6.3794,31.512,60.882,1.5266,0.16255,1.9263,1
156,430_C_VF_529s_15_2.csv,70.883,2.0092,0.80997,28.653,474.62,36.521,2.795,1.4852,2.6855,23.208,5.9442,0.4279,0.40692,0.095993,0.2131,1
157,422_C_VF_1094s_15_2.csv,296.92,153.3,73.824,42.284,146.63,833.09,1328.6,286.53,448.29,39.977,8.5387,18.238,36.352,12.2,30.911,1
